,Cash,Portfolio Swap Dow Jones Thematic Neu Anti-Beta,MRNA,MDB,FGEN,AZO,SMAR,RMD,PTON,DKS,MSCI,ZM,SPLK,ARES,ACAD,DPZ,ALKS,DDOG,LLY,TYL,IONS,SPGI,EXAS,DBX,RNG,ORLY,AYX,KEYS,LSI,EQIX,EXR,CRUS,COR,BKI,HELE,FIVE,OLLI,COG,NEWR,DG,TREE,CBOE,PSA,EQT,TGT,CUBE,ETRN,FIVN,ALLO,NDAQ,CPT,PEN,TW,QDEL,OTIS,SBAC,MORN,ICE,GILD,ADP,DLB,SUI,KR,FFIV,WSO,TSCO,SRPT,WMB,NFG,BR,BRO,MCY,LNG,SCI,DGX,OZK,MCD,MKTX,VRSK,RLI,DOX,NUAN,BAH,ZNGA,BDX,MMC,CCI,INCY,POOL,UTHR,EXPD,TMX,NYT,NOC,JBHT,MAT,WM,VVV,ROL,VRSN,HOG,ORCL,AMED,PGR,TTC,RSG,PFPT,GGG,FOXA,BRK.B,CME,CTXS,LOPE,CSCO,FCFS,AKAM,EVRG,SAIC,FLO,WEN,NLOK,LH,PNM,OKTA,MUSA,CHTR,XLRN,AIZ,HAIN,HII,VZ,THO,DLR,CACI,KMI,ALL,BAX,DUK,MMM,SFM,IRM,CHRW,SHW,TTWO,CLX,HE,CHD,FCN,CTSH,D,VRNT,EA,COLD,CBSH,KNX,VIR,MMS,NYCB,LSTR,HRL,SLGN,SJM,AJG,IP,NEU,MSM,VIRT,NLY,GIS,ERIE,JNJ,WTM,ATVI,MAS,AEE,APD,CONE,VRTX,AMZN,CPB,WEC,CMS,EQC,LMT,KSU,ED,CMI,ATR,FTDR,DD,STX,BWXT,AON,NLSN,RGLD,AGNC,THS,PKG,NEM,EXEL,n/a,NAV,UMBF,PBCT,BFAM,MRK,JCOM,HIG,BPMC,BLUE,VNO,PAYX,PINC,LUMN,DNB,HBAN,IBM,PNFP,AFG,ACC,AAL,HRB,DEI,AGIO,T,CACC,ACI,NI,VIAC,SNA,LECO,LEVI,NSC,CSX,DTE,VMC,DISCK,JCI,PNR,JKHY,WSM,HOLX,HBI,ITRI,CTRA,ZD,TSVTV,EFX,WU,ABT,WST,RKT,GWW,VMW,HAS,THG,BLL,IDA,HFC,CERN,BMY,CINF,AWI,SRCL,MIDD,WDC,MRTX,FIS,MTN,SON,BXP,SLG,ELAN,GE,WH,BHVN,PRGO,UAL,BYND,BIIB,GME,SUM
08/26/2021,0.0,0.0,0.58,0.56,0.55,0.53,0.53,0.53,0.53,0.51,0.5,0.5,0.51,0.5,0.49,0.5,0.49,0.49,0.49,0.48,0.49,0.49,0.49,0.48,0.48,0.47,0.49,0.48,0.47,0.48,0.47,0.47,0.48,0.46,0.46,0.46,0.46,0.45,0.47,0.46,0.45,0.47,0.46,0.46,0.46,0.46,0.44,0.46,0.45,0.46,0.46,0.45,0.45,0.46,0.46,0.45,0.46,0.45,0.45,0.45,0.44,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.44,0.43,0.43,0.43,0.43,0.44,0.44,0.43,0.42,0.43,0.42,0.43,0.43,0.42,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.41,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.43,0.43,0.43,0.43,0.42,0.43,0.43,0.43,0.43,0.42,0.43,0.43,0.42,0.42,0.41,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.42,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.43,0.42,0.41,0.41,0.45,0.42,0.41,0.41,0.42,0.42,0.41,0.41,0.41,0.42,0.41,0.41,0.41,0.42,0.41,0.41,0.41,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.41,0.4,0.4,0.4,0.4,0.4,0.4,0.39,0.41,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.37,0.35,3.73,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.91
08/27/2021,0.0,0.0,0.58,0.56,0.55,0.53,0.53,0.53,0.53,0.51,0.5,0.5,0.51,0.5,0.49,0.5,0.49,0.49,0.49,0.48,0.49,0.49,0.49,0.48,0.48,0.47,0.49,0.48,0.47,0.48,0.47,0.47,0.48,0.46,0.46,0.46,0.46,0.45,0.47,0.46,0.45,0.47,0.46,0.46,0.46,0.46,0.44,0.46,0.45,0.46,0.46,0.45,0.45,0.46,0.46,0.45,0.46,0.45,0.45,0.45,0.44,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.44,0.43,0.43,0.43,0.43,0.44,0.44,0.43,0.42,0.43,0.42,0.43,0.43,0.42,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.41,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.42,0.43,0.43,0.43,0.43,0.42,0.43,0.43,0.43,0.43,0.42,0.43,0.43,0.42,0.42,0.41,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.41,0.42,0.42,0.42,0.42,0.43,0.42,0.42,0.42,0.42,0.42,0.42,0.43,0.42,0.41,0.41,0.45,0.42,0.41,0.41,0.42,0.42,0.41,0.41,0.41,0.42,0.41,0.41,0.41,0.42,0.41,0.41,0.41,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.41,0.4,0.4,0.4,0.4,0.4,0.4,0.39,0.41,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.37,0.35,3.73,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.91
10/11/2021,0.0,0.0,0.0,0.56,0.0,0.4,0.0,0.39,0.0,0.0,0.0,0.33,0.43,0.0,0.45,0.4,0.46,0.0,0.0,0.45,0.38,0.46,0.42,0.41,0.0,0.43,0.0,0.41,0.43,0.0,0.43,0.43,0.43,0.42,0.44,0.37,0.35,0.66,0.43,0.42,0.38,0.44,0.43,0.54,0.41,0.42,0.54,0.35,0.45,0.47,0.47,0.43,0.0,0.48,0.41,0.44,0.0,0.48,0.42,0.44,0.4,0.43,0.39,0.43,0.0,0.0,0.54,0.5,0.0,0.44,0.0,0.43,0.5,0.45,0.42,0.46,0.47,0.4,0.0,0.0,0.45,0.44,0.44,0.0,0.43,0.44,0.41,0.39,0.43,0.42,0.41,0.43,0.46,0.45,0.0,0.39,0.0,0.0,0.0,0.45,0.41,0.46,0.0,0.42,0.4,0.44,0.0,0.4,0.51,0.43,0.45,0.46,0.45,0.41,0.45,0.4,0.4,0.46,0.46,0.42,0.43,0.4,0.44,0.0,0.47,0.44,0.0,0.42,0.53,0.43,0.43,0.47,0.41,0.48,0.46,0.41,0.49,0.43,0.4,0.0,0.42,0.0,0.42,0.0,0.45,0.0,0.44,0.45,0.43,0.42,0.46,0.42,0.0,0.46,0.43,0.3,0.44,0.49,0.41,0.41,0.43,0.43,0.47,0.4,0.46,0.44,0.44,0.43,0.47,0.46,0.0,0.39,0.0,0.41,0.42,0.44,0.0,0.4,0.0,0.46,0.42,0.42,0.45,0.42,0.43,0.44,0.44,0.0,0.0,0.42,0.43,0.45,0.0,0.4,0.38,0.43,0.51,0.42,0.43,0.5,101.11,0.0,0.49,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.13
10/12/2021,0.0,0.0,0.0,0.56,0.0,0.4,0.0,0.39,0.0,0.0,0.0,0.33,0.43,0.0,0.45,0.4,0.46,0.0,0.0,0.45,0.38,0.46,0.42,0.41,0.0,0.43,0.0,0.41,0.43,0.0,0.43,0.43,0.43,0.42,0.44,0.37,0.35,0.66,0.43,0.42,0.38,0.44,0.43,0.54,0.41,0.42,0.54,0.35,0.45,0.47,0.47,0.43,0.0,0.48,0.41,0.44,0.0,0.48,0.42,0.44,0.4,0.43,0.39,0.43,0.0,0.0,0.54,0.5,0.0,0.44,0.0,0.43,0.5,0.45,0.42,0.46,0.47,0.4,0.0,0.0,0.45,0.44,0.44,0.0,0.43,0.44,0.41,0.39,0.43,0.42,0.41,0.43,0.46,0.45,0.0,0.39,0.0,0.0,0.0,0.45,0.41,0.46,0.0,0.42,0.4,0.44,0.0,0.4,0.51,0.43,0.45,0.46,0.45,0.41,0.45,0.4,0.4,0.46,0.46,0.42,0.43,0.4,0.44,0.0,0.47,0.44,0.0,0.42,0.53,0.43,0.43,0.47,0.41,0.48,0.46,0.41,0.49,0.43,0.4,0.0,0.42,0.0,0.42,0.0,0.45,0.0,0.44,0.45,0.43,0.42,0.46,0.42,0.0,0.46,0.43,0.3,0.44,0.49,0.41,0.41,0.43,0.43,0.47,0.4,0.46,0.44,0.44,0.43,0.47,0.46,0.0,0.39,0.0,0.41,0.42,0.44,0.0,0.4,0.0,0.46,0.42,0.42,0.45,0.42,0.43,0.44,0.44,0.0,0.0,0.42,0.43,0.45,0.0,0.4,0.38,0.43,0.51,0.42,0.43,0.5,101.11,0.0,0.49,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.13
10/13/2021,0.0,0.0,0.0,0.56,0.0,0.4,0.0,0.39,0.0,0.0,0.0,0.33,0.43,0.0,0.45,0.4,0.46,0.0,0.0,0.45,0.38,0.46,0.42,0.41,0.0,0.43,0.0,0.41,0.43,0.0,0.43,0.43,0.43,0.42,0.44,0.37,0.35,0.66,0.43,0.42,0.38,0.44,0.43,0.54,0.41,0.42,0.54,0.35,0.45,0.47,0.47,0.43,0.0,0.48,0.41,0.44,0.0,0.48,0.42,0.44,0.4,0.43,0.39,0.43,0.0,0.0,0.54,0.5,0.0,0.44,0.0,0.43,0.5,0.45,0.42,0.46,0.47,0.4,0.0,0.0,0.45,0.44,0.44,0.0,0.43,0.44,0.41,0.39,0.43,0.42,0.41,0.43,0.46,0.45,0.0,0.39,0.0,0.0,0.0,0.45,0.41,0.46,0.0,0.42,0.4,0.44,0.0,0.4,0.51,0.43,0.45,0.46,0.45,0.41,0.45,0.4,0.4,0.46,0.46,0.42,0.43,0.4,0.44,0.0,0.47,0.44,0.0,0.42,0.53,0.43,0.43,0.47,0.41,0.48,0.46,0.41,0.49,0.43,0.4,0.0,0.42,0.0,0.42,0.0,0.45,0.0,0.44,0.45,0.43,0.42,0.46,0.42,0.0,0.46,0.43,0.3,0.44,0.49,0.41,0.41,0.43,0.43,0.47,0.4,0.46,0.44,0.44,0.43,0.47,0.46,0.0,0.39,0.0,0.41,0.42,0.44,0.0,0.4,0.0,0.46,0.42,0.42,0.45,0.42,0.43,0.44,0.44,0.0,0.0,0.42,0.43,0.45,0.0,0.4,0.38,0.43,0.51,0.42,0.43,0.5,101.11,0.0,0.49,0.48,0.48,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.45,0.45,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.44,0.43,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.13
10/18/2021,0.0,0.0,0.0,0.59,0.0,0.4,0.0,0.39,0.0,0.0,0.0,0.35,0.46,0.0,0.47,0.39,0.45,0.0,0.0,0.46,0.38,0.46,0.43,0.41,0.0,0.44,0.0,0.41,0.45,0.0,0.45,0.42,0.43,0.41,0.42,0.37,0.36,0.0,0.43,0.42,0.4,0.44,0.45,0.51,0.42,0.44,0.56,0.37,0.3,0.47,0.48,0.44,0.0,0.49,0.39,0.43,0.0,0.49,0.42,0.44,0.4,0.43,0.39,0.42,0.0,0.0,0.47,0.53,0.0,0.45,0.0,0.42,0.52,0.44,0.42,0.46,0.46,0.38,0.0,0.0,0.46,0.44,0.44,0.0,0.43,0.45,0.4,0.38,0.42,0.4,0.41,0.43,0.46,0.46,0.0,0.39,0.0,0.0,0.0,0.45,0.41,0.48,0.0,0.42,0.38,0.45,0.0,0.39,0.51,0.43,0.46,0.41,0.45,0.41,0.44,0.4,0.4,0.46,0.47,0.42,0.42,0.39,0.44,0.0,0.46,0.41,0.0,0.42,0.55,0.44,0.41,0.46,0.41,0.49,0.49,0.4,0.48,0.43,0.4,0.0,0.42,0.0,0.41,0.0,0.44,0.0,0.44,0.46,0.43,0.42,0.46,0.42,0.0,0.44,0.41,0.36,0.44,0.5,0.41,0.42,0.42,0.43,0.49,0.41,0.47,0.43,0.44,0.44,0.48,0.49,0.0,0.39,0.0,0.4,0.42,0.46,0.0,0.41,0.0,0.45,0.42,0.42,0.46,0.43,0.44,0.45,0.44,0.0,0.0,0.41,0.41,0.43,0.0,0.4,0.39,0.44,0.51,0.41,0.44,0.5,101.38,0.0,0.48,0.47,0.49,0.46,0.0,0.47,0.47,0.5,0.47,0.46,0.47,0.44,0.44,0.45,0.45,0.48,0.44,0.46,0.43,0.43,0.46,0.46,0.41,0.45,0.44,0.44,0.43,0.43,0.42,0.41,0.43,0.43,0.42,0.4,0.41,0.41,0.4,0.41,0.41,0.4,0.38,0.4,0.63,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.22
10/19/2021,0.0,0.0,0.0,0.58,0.0,0.41,0.0,0.39,0.0,0.0,0.0,0.35,0.47,0.0,0.48,0.4,0.46,0.0,0.0,0.48,0.39,0.47,0.43,0.43,0.0,0.45,0.0,0.42,0.46,0.0,0.46,0.43,0.44,0.42,0.43,0.38,0.38,0.0,0.44,0.43,0.41,0.45,0.47,0.52,0.43,0.45,0.57,0.37,0.32,0.48,0.49,0.45,0.0,0.48,0.41,0.43,0.0,0.49,0.42,0.45,0.4,0.44,0.39,0.44,0.0,0.0,0.47,0.54,0.0,0.47,0.0,0.42,0.53,0.44,0.42,0.47,0.47,0.38,0.0,0.0,0.47,0.45,0.44,0.0,0.43,0.46,0.41,0.39,0.43,0.4,0.42,0.43,0.48,0.46,0.0,0.4,0.0,0.0,0.0,0.46,0.43,0.48,0.0,0.42,0.39,0.46,0.0,0.41,0.52,0.44,0.47,0.42,0.46,0.42,0.45,0.41,0.41,0.47,0.47,0.43,0.42,0.39,0.44,0.0,0.48,0.42,0.0,0.43,0.56,0.45,0.42,0.42,0.43,0.5,0.51,0.41,0.48,0.44,0.41,0.0,0.43,0.0,0.42,0.0,0.45,0.0,0.45,0.46,0.44,0.42,0.47,0.42,0.0,0.46,0.42,0.35,0.46,0.5,0.42,0.43,0.43,0.44,0.5,0.42,0.49,0.45,0.44,0.44,0.48,0.49,0.0,0.4,0.0,0.42,0.43,0.48,0.0,0.41,0.0,0.45,0.43,0.42,0.47,0.43,0.45,0.45,0.45,0.0,0.0,0.43,0.43,0.44,0.0,0.41,0.4,0.44,0.52,0.41,0.45,0.51,101.87,0.0,0.49,0.48,0.5,0.46,0.0,0.47,0.48,0.51,0.48,0.47,0.47,0.45,0.45,0.46,0.46,0.49,0.45,0.46,0.44,0.44,0.46,0.47,0.42,0.44,0.45,0.45,0.44,0.44,0.44,0.41,0.45,0.45,0.42,0.42,0.4,0.42,0.41,0.42,0.43,0.4,0.4,0.41,0.63,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.33
10/20/2021,0.0,0.0,0.0,0.58,0.0,0.41,0.0,0.39,0.0,0.0,0.0,0.35,0.47,0.0,0.48,0.4,0.46,0.0,0.0,0.48,0.39,0.47,0.43,0.43,0.0,0.45,0.0,0.42,0.46,0.0,0.46,0.43,0.44,0.42,0.43,0.38,0.38,0.0,0.44,0.43,0.41,0.45,0.47,0.52,0.43,0.45,0.57,0.37,0.32,0.48,0.49,0.45,0.0,0.48,0.41,0.43,0.0,0.49,0.42,0.45,0.4,0.44,0.39,0.44,0.0,0.0,0.47,0.54,0.0,0.47,0.0,0.42,0.53,0.44,0.42,0.47,0.47,0.38,0.0,0.0,0.47,0.45,0.44,0.0,0.43,0.46,0.41,0.39,0.43,0.4,0.42,0.43,0.48,0.46,0.0,0.4,0.0,0.0,0.0,0.46,0.43,0.48,0.0,0.42,0.39,0.46,0.0,0.41,0.52,0.44,0.47,0.42,0.46,0.42,0.45,0.41,0.41,0.47,0.47,0.43,0.42,0.39,0.44,0.0,0.48,0.42,0.0,0.43,0.56,0.45,0.42,0.42,0.43,0.5,0.51,0.41,0.48,0.44,0.41,0.0,0.43,0.0,0.42,0.0,0.45,0.0,0.45,0.46,0.44,0.42,0.47,0.42,0.0,0.46,0.42,0.35,0.46,0.5,0.42,0.43,0.43,0.44,0.5,0.42,0.49,0.45,0.44,0.44,0.48,0.49,0.0,0.4,0.0,0.42,0.43,0.48,0.0,0.41,0.0,0.45,0.43,0.42,0.47,0.43,0.45,0.45,0.45,0.0,0.0,0.43,0.43,0.44,0.0,0.41,0.4,0.44,0.52,0.41,0.45,0.51,101.87,0.0,0.49,0.48,0.5,0.46,0.0,0.47,0.48,0.51,0.48,0.47,0.47,0.45,0.45,0.46,0.46,0.49,0.45,0.46,0.44,0.44,0.46,0.47,0.42,0.44,0.45,0.45,0.44,0.44,0.44,0.41,0.45,0.45,0.42,0.42,0.4,0.42,0.41,0.42,0.43,0.4,0.4,0.41,0.63,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.33
10/21/2021,0.0,0.0,0.0,0.59,0.0,0.41,0.0,0.4,0.0,0.0,0.0,0.35,0.47,0.0,0.47,0.38,0.46,0.0,0.0,0.48,0.4,0.48,0.44,0.44,0.0,0.45,0.0,0.42,0.46,0.0,0.46,0.43,0.44,0.42,0.43,0.38,0.38,0.0,0.43,0.43,0.42,0.45,0.46,0.51,0.44,0.45,0.57,0.37,0.31,0.48,0.49,0.45,0.0,0.46,0.41,0.43,0.0,0.49,0.42,0.46,0.41,0.44,0.38,0.44,0.0,0.0,0.48,0.54,0.0,0.47,0.0,0.42,0.55,0.44,0.42,0.47,0.46,0.39,0.0,0.0,0.47,0.45,0.44,0.0,0.43,0.46,0.4,0.39,0.43,0.4,0.41,0.43,0.47,0.47,0.0,0.4,0.0,0.0,0.0,0.46,0.42,0.48,0.0,0.42,0.39,0.46,0.0,0.41,0.51,0.44,0.48,0.43,0.46,0.41,0.45,0.42,0.41,0.47,0.47,0.42,0.42,0.39,0.44,0.0,0.47,0.42,0.0,0.43,0.55,0.45,0.42,0.41,0.42,0.5,0.51,0.41,0.48,0.43,0.41,0.0,0.43,0.0,0.42,0.0,0.45,0.0,0.45,0.46,0.45,0.42,0.47,0.42,0.0,0.46,0.43,0.34,0.45,0.5,0.43,0.43,0.43,0.44,0.5,0.4,0.49,0.44,0.44,0.44,0.48,0.49,0.0,0.39,0.0,0.42,0.43,0.49,0.0,0.41,0.0,0.45,0.43,0.42,0.47,0.44,0.46,0.44,0.45,0.0,0.0,0.43,0.43,0.44,0.0,0.41,0.4,0.44,0.51,0.4,0.45,0.51,101.97,0.0,0.49,0.48,0.51,0.46,0.0,0.47,0.48,0.52,0.48,0.47,0.48,0.44,0.44,0.46,0.47,0.48,0.44,0.46,0.45,0.44,0.47,0.47,0.42,0.44,0.45,0.45,0.43,0.44,0.45,0.41,0.46,0.46,0.42,0.42,0.4,0.42,0.41,0.43,0.43,0.4,0.39,0.41,0.62,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.38
10/22/2021,0.0,0.0,0.0,0.61,0.0,0.42,0.0,0.4,0.0,0.0,0.0,0.36,0.48,0.0,0.47,0.39,0.45,0.0,0.0,0.48,0.36,0.49,0.43,0.44,0.0,0.46,0.0,0.44,0.46,0.0,0.46,0.44,0.44,0.43,0.44,0.38,0.38,0.0,0.43,0.44,0.42,0.45,0.46,0.52,0.45,0.45,0.58,0.38,0.3,0.5,0.49,0.46,0.0,0.47,0.41,0.44,0.0,0.5,0.42,0.46,0.42,0.45,0.39,0.44,0.0,0.0,0.46,0.53,0.0,0.48,0.0,0.42,0.54,0.44,0.44,0.48,0.46,0.39,0.0,0.0,0.47,0.45,0.45,0.0,0.44,0.47,0.41,0.39,0.44,0.4,0.43,0.45,0.48,0.48,0.0,0.42,0.0,0.0,0.0,0.46,0.42,0.49,0.0,0.43,0.4,0.46,0.0,0.41,0.53,0.44,0.49,0.44,0.46,0.42,0.47,0.43,0.41,0.47,0.47,0.43,0.43,0.4,0.45,0.0,0.49,0.43,0.0,0.43,0.55,0.45,0.43,0.42,0.43,0.51,0.51,0.41,0.49,0.44,0.41,0.0,0.44,0.0,0.43,0.0,0.44,0.0,0.45,0.47,0.46,0.43,0.47,0.43,0.0,0.46,0.44,0.36,0.45,0.51,0.44,0.42,0.43,0.43,0.5,0.39,0.49,0.45,0.46,0.45,0.48,0.49,0.0,0.39,0.0,0.43,0.43,0.49,0.0,0.42,0.0,0.45,0.43,0.42,0.47,0.44,0.46,0.44,0.46,0.0,0.0,0.43,0.43,0.44,0.0,0.42,0.4,0.45,0.5,0.4,0.45,0.5,102.06,0.0,0.49,0.48,0.5,0.47,0.0,0.48,0.49,0.54,0.48,0.48,0.48,0.45,0.45,0.47,0.46,0.48,0.45,0.45,0.44,0.43,0.46,0.47,0.42,0.44,0.45,0.45,0.43,0.46,0.45,0.41,0.46,0.46,0.42,0.43,0.4,0.43,0.42,0.43,0.44,0.41,0.39,0.42,0.63,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.32
11/01/2021,0.0,0.0,0.0,0.59,0.0,0.43,0.0,0.41,0.0,0.0,0.0,0.36,0.47,0.0,0.47,0.4,0.42,0.0,0.0,0.5,0.34,0.49,0.41,0.43,0.0,0.46,0.0,0.44,0.47,0.0,0.46,0.43,0.45,0.42,0.42,0.39,0.38,0.0,0.44,0.45,0.4,0.46,0.46,0.56,0.46,0.45,0.55,0.38,0.3,0.48,0.49,0.45,0.0,0.47,0.39,0.46,0.0,0.51,0.41,0.47,0.4,0.44,0.39,0.46,0.0,0.0,0.44,0.52,0.0,0.47,0.0,0.42,0.53,0.45,0.43,0.46,0.46,0.38,0.0,0.0,0.45,0.44,0.44,0.0,0.44,0.48,0.42,0.39,0.47,0.4,0.43,0.43,0.47,0.46,0.0,0.42,0.0,0.0,0.0,0.45,0.41,0.48,0.0,0.44,0.38,0.46,0.0,0.43,0.49,0.44,0.49,0.42,0.45,0.42,0.49,0.41,0.41,0.45,0.46,0.42,0.43,0.4,0.44,0.0,0.47,0.42,0.0,0.42,0.54,0.43,0.43,0.39,0.45,0.48,0.47,0.4,0.5,0.44,0.4,0.0,0.44,0.0,0.45,0.0,0.44,0.0,0.45,0.46,0.44,0.43,0.46,0.43,0.0,0.44,0.47,0.34,0.43,0.46,0.45,0.42,0.42,0.44,0.5,0.38,0.43,0.43,0.45,0.44,0.47,0.49,0.0,0.38,0.0,0.46,0.43,0.49,0.0,0.41,0.0,0.44,0.43,0.42,0.45,0.39,0.47,0.45,0.45,0.0,0.0,0.41,0.46,0.43,0.0,0.41,0.41,0.45,0.47,0.4,0.45,0.5,101.39,0.0,0.47,0.47,0.49,0.47,0.0,0.48,0.5,0.55,0.46,0.48,0.46,0.43,0.45,0.46,0.4,0.45,0.45,0.47,0.42,0.4,0.45,0.47,0.41,0.42,0.48,0.45,0.4,0.41,0.46,0.43,0.48,0.48,0.42,0.44,0.38,0.43,0.42,0.41,0.43,0.41,0.39,0.41,0.67,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.62
